product_handle,product_title,product_type,variant_sku,variant_name,variant_price
"activity-auto","Activity Auto","TOYS","TOY431","Activity Auto - Default Title","14.99"
"constructable-vehicles","Constructable Vehicles","TOYS","TOY432","Constructable Vehicles - Default Title","24.99"
"do-re-mi-dolphins","Do Re Mi Dolphins","TOYS","TOY433","Do Re Mi Dolphins - Default Title","19.99"
"foam-cone-factory","Foam Cone Factory","TOYS","TOY434","Foam Cone Factory - Default Title","24.99"
"gearation-refrigerator-magnets","Gearation Refrigerator Magnets","TOYS","TOY435","Gearation Refrigerator Magnets - Default Title","17.99"
"hide-and-squeak-eggs","Hide and Squeak Eggs","TOYS","TOY436","Hide and Squeak Eggs - Default Title","13.99"
"octopal-squirters","Octopal Squirters","TOYS","TOY437","Octopal Squirters - Default Title","19.99"
"paddling-puppy","Paddling Puppy","TOYS","TOY438","Paddling Puppy - Default Title","13.99"
"pic-and-pop-ball-blaster","Pic and Pop Ball Blaster","TOYS","TOY439","Pic and Pop Ball Blaster - Default Title","24.99"
"pirate-ship-bath-toy","Pirate Ship Bath Toy","TOYS","TOY440","Pirate Ship Bath Toy - Default Title","19.99"
"littlest-pet-shop-rainbow-friends","Littlest Pet Shop Rainbow Friends","TOYS","TOY441","Littlest Pet Shop Rainbow Friends - Default Title","11.99"
"littlest-pet-shop-dash-horseton-and-may-duckly","Littlest Pet Shop Dash Horseton and May Duckly","TOYS","TOY442","Littlest Pet Shop Dash Horseton and May Duckly - Default Title","9.99"
"littlest-pet-shop-mini-2-pack","Littlest Pet Shop Mini 2-Pack","TOYS","TOY443","Littlest Pet Shop Mini 2-Pack - Default Title","8.99"
"littlest-pet-shop-lynette-ladyfly-and-cy-flydragon","Littlest Pet Shop Lynette Ladyfly and Cy Flydragon","TOYS","TOY444","Littlest Pet Shop Lynette Ladyfly and Cy Flydragon - Default Title","17.99"
"littlest-pet-shop-zoe-housemouse-and-fluffers-guinea","Littlest Pet Shop Zoe Housemouse and Fluffers Guinea","TOYS","TOY445","Littlest Pet Shop Zoe Housemouse and Fluffers Guinea - Default Title","5.99"
"littlest-pet-shop-chunky-waterfluff-and-mayor-perrito","Littlest Pet Shop Chunky Waterfluff and Mayor Perrito","TOYS","TOY446","Littlest Pet Shop Chunky Waterfluff and Mayor Perrito - Default Title","8.99"
"littlest-pet-shop-eda-redfish-and-wally-walro","Littlest Pet Shop Eda Redfish and Wally Walro","TOYS","TOY447","Littlest Pet Shop Eda Redfish and Wally Walro - Default Title","6.99"
"littlest-pet-shop-black-and-white","Littlest Pet Shop Black and White","TOYS","TOY448","Littlest Pet Shop Black and White - Default Title","8.99"
"littlest-pet-shop-single-pet","Littlest Pet Shop Single Pet","TOYS","TOY449","Littlest Pet Shop Single Pet - Default Title","7.99"
"littlest-pet-shop-tropical-treasures","Littlest Pet Shop Tropical Treasures","TOYS","TOY450","Littlest Pet Shop Tropical Treasures - Default Title","18.99"
"disney-princess-swimming-adventures-ariel","Disney Princess Swimming Adventures Ariel","TOYS","TOY451","Disney Princess Swimming Adventures Ariel - Default Title","28.06"
"disney-princess-color-change-reveal-ariel","Disney Princess Color Change Reveal Ariel","TOYS","TOY452","Disney Princess Color Change Reveal Ariel - Default Title","18.71"
"disney-princess-little-kingdom-happily-ever-apple-cafe","Disney Princess Little Kingdom Happily Ever Apple Cafe","TOYS","TOY453","Disney Princess Little Kingdom Happily Ever Apple Cafe - Default Title","14.97"
"disney-princess-elena-of-avalor-11inch-adventure-princess-doll","Disney Princess Elena of Avalor 11inch Adventure Princess Doll","TOYS","TOY454","Disney Princess Elena of Avalor 11inch Adventure Princess Doll - Default Title","14.03"
"disney-princess-rapunzels-magical-story-skirt-11-doll","Disney Princess Rapunzel's Magical Story Skirt 11"" Doll","TOYS","TOY455","Disney Princess Rapunzel's Magical Story Skirt 11"" Doll - Default Title","31.80"
"disney-princess-magical-movers-rapunzel","Disney Princess Magical Movers Rapunzel","TOYS","TOY456","Disney Princess Magical Movers Rapunzel - Default Title","5.61"
"disney-princess-little-kingdom-cinderella-and-ariel","Disney Princess Little Kingdom Cinderella and Ariel","TOYS","TOY457","Disney Princess Little Kingdom Cinderella and Ariel - Default Title","11.22"
"disney-princess-little-kingdom-magical-movers-pony-ride-cinderella-s-stable-playset","Disney Princess Little Kingdom Magical Movers Pony Ride Cinderella' s Stable Playset","TOYS","TOY458","Disney Princess Little Kingdom Magical Movers Pony Ride Cinderella' s Stable Playset - Default Title","14.03"
"disney-color-change-reveal-pocahontas-doll","Disney Color Change Reveal Pocahontas Doll","TOYS","TOY559","Disney Color Change Reveal Pocahontas Doll - Default Title","18.71"
"disney-princess-magical-movers-ariel","Disney Princess Magical Movers Ariel","TOYS","TOY460","Disney Princess Magical Movers Ariel - Default Title","5.61"
"kuu-kuu-harajuku-music-doll","Kuu Kuu Harajuku Music Doll","TOYS","TOY461","Kuu Kuu Harajuku Music Doll - Default Title","5.99"
"kuu-kuu-harajuku-babys-purse-playset","Kuu Kuu Harajuku Baby's Purse Playset","TOYS","TOY462","Kuu Kuu Harajuku Baby's Purse Playset - Default Title","13.99"
"kuu-kuu-harajuku-pink-cupcake-fashion-pack","Kuu Kuu Harajuku Pink Cupcake Fashion Pack","TOYS","TOY463","Kuu Kuu Harajuku Pink Cupcake Fashion Pack - Default Title","9.99"
"kuu-kuu-harajuku-concert-tour-gift-set","Kuu Kuu Harajuku Concert Tour Gift Set","TOYS","TOY464","Kuu Kuu Harajuku Concert Tour Gift Set - Default Title","111.97"
"kuu-kuu-harajuku-concert-gift-set","Kuu Kuu Harajuku Concert Gift Set","TOYS","TOY465","Kuu Kuu Harajuku Concert Gift Set - Default Title","103.96"
"kuu-kuu-harajuku-fashion-music-doll","Kuu Kuu Harajuku Fashion Music Doll","TOYS","TOY466","Kuu Kuu Harajuku Fashion Music Doll - Default Title","19.99"
"kuu-kuu-harajuku-super-strawberry-fashion-pack","Kuu Kuu Harajuku Super Strawberry Fashion Pack","TOYS","TOY467","Kuu Kuu Harajuku Super Strawberry Fashion Pack - Default Title","9.99"
"kuu-kuu-harajuku-sushi-fashion-pack","Kuu Kuu Harajuku Sushi Fashion Pack","TOYS","TOY468","Kuu Kuu Harajuku Sushi Fashion Pack - Default Title","9.99"
"kuu-kuu-harajuku-butterfly-blooms-fashion-pack","Kuu Kuu Harajuku Butterfly Blooms Fashion Pack","TOYS","TOY469","Kuu Kuu Harajuku Butterfly Blooms Fashion Pack - Default Title","9.99"
"kuu-kuu-harajuku-rainbow-unicorn-fashion-pack","Kuu Kuu Harajuku Rainbow Unicorn Fashion Pack","TOYS","TOY470","Kuu Kuu Harajuku Rainbow Unicorn Fashion Pack - Default Title","9.99"
"kuu-kuu-harajuku-angels-purse-playset","Kuu Kuu Harajuku Angel's Purse Playset","TOYS","TOY471","Kuu Kuu Harajuku Angel's Purse Playset - Default Title","13.99"
"kuu-kuu-harajuku-loves-purse-playset","Kuu Kuu Harajuku Love's Purse Playset","TOYS","TOY472","Kuu Kuu Harajuku Love's Purse Playset - Default Title","13.99"
"kuu-kuu-harajuku-gs-purse-playset","Kuu Kuu Harajuku G's Purse Playset","TOYS","TOY473","Kuu Kuu Harajuku G's Purse Playset - Default Title","13.99"
"kuu-kuu-harajuku-musics-purse-playset","Kuu Kuu Harajuku Music's Purse Playset","TOYS","TOY474","Kuu Kuu Harajuku Music's Purse Playset - Default Title","13.99"
"kuu-kuu-harajuku-music-fashion-doll-with-fashions-gift-set","Kuu Kuu Harajuku Music Fashion Doll with Fashions Gift Set","TOYS","TOY475","Kuu Kuu Harajuku Music Fashion Doll with Fashions Gift Set - Default Title","31.98"
"kuu-kuu-harajuku-baby-fashion-doll-with-fashions-gift-set","Kuu Kuu Harajuku Baby Fashion Doll with Fashions Gift Set","TOYS","TOY476","Kuu Kuu Harajuku Baby Fashion Doll with Fashions Gift Set - Default Title","31.98"
"kuu-kuu-harajuku-g-fashion-doll-with-fashions-gift-set","Kuu Kuu Harajuku G Fashion Doll with Fashions Gift Set","TOYS","TOY477","Kuu Kuu Harajuku G Fashion Doll with Fashions Gift Set - Default Title","31.98"
"kuu-kuu-harajuku-angel-doll","Kuu Kuu Harajuku Angel Doll","TOYS","TOY478","Kuu Kuu Harajuku Angel Doll - Default Title","5.99"
"kuu-kuu-harajuku-tour-bus","Kuu Kuu Harajuku Tour Bus","TOYS","TOY479","Kuu Kuu Harajuku Tour Bus - Default Title","29.99"
"kuu-kuu-harajuku-baby-doll","Kuu Kuu Harajuku Baby Doll","3","TOY480","Kuu Kuu Harajuku Baby Doll - Default Title","5.99"
"mega-construx-pokemon-gyarados-buildable-figure","Mega Construx Pokemon Gyarados Buildable Figure","TOYS","TOY481","Mega Construx Pokemon Gyarados Buildable Figure - Default Title","29.99"
"mega-construx-pokemon-charizard-buildable-figure","Mega Construx Pokemon Charizard Buildable Figure","TOYS","TOY482","Mega Construx Pokemon Charizard Buildable Figure - Default Title","19.99"
"mega-construx-pokemon-abra-buildable-figure","Mega Construx Pokemon Abra Buildable Figure","TOYS","TOY483","Mega Construx Pokemon Abra Buildable Figure - Default Title","6.99"
"mega-construx-pokemon-machop-buildable-figure","Mega Construx Pokemon Machop Buildable Figure","TOYS","TOY484","Mega Construx Pokemon Machop Buildable Figure - Default Title","6.99"
"mega-construx-pokemon-magikarp-buildable-figure","Mega Construx Pokemon Magikarp Buildable Figure","TOYS","TOY485","Mega Construx Pokemon Magikarp Buildable Figure - Default Title","6.99"
"mega-construx-pokemon-zubat-buildable-figure","Mega Construx Pokemon Zubat Buildable Figure","TOYS","TOY486","Mega Construx Pokemon Zubat Buildable Figure - Default Title","6.99"
"mega-construx-pokemon-charmeleon-buildable-figure","Mega Construx Pokemon Charmeleon Buildable Figure","TOYS","TOY487","Mega Construx Pokemon Charmeleon Buildable Figure - Default Title","9.99"
"mega-construx-pokemon-wartortle-buildable-figure","Mega Construx Pokemon Wartortle Buildable Figure","TOYS","TOY488","Mega Construx Pokemon Wartortle Buildable Figure - Default Title","9.99"
"mega-construx-pokemon-ivysaur-buildable-figure","Mega Construx Pokemon Ivysaur Buildable Figure","TOYS","TOY489","Mega Construx Pokemon Ivysaur Buildable Figure - Default Title","9.99"
"mega-construx-pokemon-spinarak","Mega Construx Pokemon Spinarak","TOYS","TOY490","Mega Construx Pokemon Spinarak - Default Title","6.99"
"mega-construx-pokemon-fomantis","Mega Construx Pokemon Fomantis","TOYS","TOY491","Mega Construx Pokemon Fomantis - Default Title","6.99"
"mega-construx-pokemon-crabrawler","Mega Construx Pokemon Crabrawler","TOYS","TOY492","Mega Construx Pokemon Crabrawler - Default Title","6.99"
"mega-construx-pokemon-grubbin","Mega Construx Pokemon Grubbin","TOYS","TOY493","Mega Construx Pokemon Grubbin - Default Title","6.99"
"mega-construx-pokemon-blastoise","Mega Construx Pokemon Blastoise","TOYS","TOY494","Mega Construx Pokemon Blastoise - Default Title","6.99"
"mega-construx-pokemon-pikachu-vs-bulbasaur","Mega Construx Pokemon Pikachu vs. Bulbasaur","TOYS","TOY495","Mega Construx Pokemon Pikachu vs. Bulbasaur - Default Title","14.99"
"mega-construx-pokemon-squirtle-vs-charmander","Mega Construx Pokemon Squirtle vs. Charmander","TOYS","TOY496","Mega Construx Pokemon Squirtle vs. Charmander - Default Title","14.99"
"mega-construx-pokemon-buildable-figures-and-environments-gift-set","Mega Construx Pokemon Buildable Figures and Environments Gift Set","TOYS","TOY497","Mega Construx Pokemon Buildable Figures and Environments Gift Set - Default Title","23.98"
"limited-edition-sdcc-2018-gengarvmega-construx-pokemon","Limited Edition SDCC 2018 GengarvMega Construx Pokemon","TOYS","TOY498","Limited Edition SDCC 2018 GengarvMega Construx Pokemon - Default Title","40.00"
"mega-construx-pokemon-rowlet-vs-eevee","Mega Construx Pokemon Rowlet vs. Eevee","TOYS","TOY499","Mega Construx Pokemon Rowlet vs. Eevee - Default Title","14.00"
"mega-construx-pokemon-buildable-figures-gift-set","Mega Construx Pokemon Buildable Figures Gift Set","TOYS","TOY500","Mega Construx Pokemon Buildable Figures Gift Set - Default Title","51.00"
